,customer_number,principal_amount,outstanding_amount,outstanding_ratio,dpd,is_delinquent,avg_bill_gap,late_ratio,paid_ratio,marital_status,age_group
5744,77e719dec9f953f0a9f7b1f574a8a56a2516c3cb5f0337fb956594a2aa0ef4d5,9000000.0,4140000.0,0.46,0,0,3.78,0.66,0.9,MARRIED,senior
5745,77ee85c603df58bf421ccf7b9d07dc8c35620f0ae0559c0c8fea6c66af191b74,5000000.0,2000000.0,0.4,0,0,-8.54,0.08,1.0,MARRIED,mature
5746,77f1d2ce01df3ccc24db726eef8eebb8d8abe38b08100326118bc3046c9dbce1,5000000.0,2200000.0,0.44,0,0,-12.2,0.08,1.0,MARRIED,mature
5747,77f621e460295089b98cd627a957e21cb268ba271cff3e45cfb17f2da5b30986,7000000.0,3220000.0,0.46,0,0,-3.36,0.06,0.88,MARRIED,adult
5748,77f6a19f1e3fe68ed744f989ca6012588f6b03e294c61b402c1622411cc041f9,5000000.0,2400000.0,0.48,5,0,2.68,0.22,0.58,MARRIED,adult
5749,77f8ea9a29e78929668db4509654818b578323b10035a1bf383c835abf25ef3e,7000000.0,2940000.0,0.42,0,0,-10.68,0.14,1.0,MARRIED,mature
5750,7801866f26330baeef7fd92f2baa7b502f16c3d1952c637c174f0720cc33434a,8000000.0,3200000.0,0.4,0,0,-13.0,0.08,1.0,MARRIED,mature
5751,78059245baebff88a4110aa428b1158622f8e0eccf52db4b75f735a1bf78c5a8,5000000.0,3900000.0,0.78,110,1,1.14,0.14,0.22,MARRIED,young
5752,7807dbcf8609a2cc8603dcbadb58ffbb3c8a9c73d024a2df16e86ff878b3aca1,7000000.0,2995000.0,0.4278571428571429,0,0,-0.34,0.18,0.9,MARRIED,senior
5753,78177c2eab859f2bb16595cbc3cc24b9a50706c5b51805f07796c4569f701818,4000000.0,1760000.0,0.44,0,0,-10.4,0.1,1.0,MARRIED,senior
5754,781809d8063d3e837fd36c9992b824c2110bffaff9f9ebf53665348383ead060,5000000.0,2300000.0,0.46,0,0,-0.62,0.14,0.88,MARRIED,mature
5755,781da4128d0396bd5537d367d224cdb15c7fc016a038588f91e446c98f96c3ec,5000000.0,2300000.0,0.46,0,0,-9.28,0.06,1.0,MARRIED,mature
5756,7824c0062320795b3d0c17a100fbbc3bac02e0e4b67a4137fe888242e1f91c70,8000000.0,3360000.0,0.42,0,0,-9.96,0.14,1.0,MARRIED,mature
5757,78255815b680be537891c2a7dc0852e6b322cfdc1fa83100f839c04b460bc27c,6000000.0,2760000.0,0.46,12,0,-3.6,0.04,0.5449221183800623,MARRIED,mature
5758,78263df3dda3920df9567f4097e90a4ade2e717e432d656590194efb3f79ff2c,7000000.0,3360000.0,0.48,0,0,-0.38,0.46,0.86,MARRIED,mature
5759,78276e2966d5cbaf6645fdc3eb903a812996b220a83361585bbd4988dad0c38c,5000000.0,2500000.0,0.5,0,0,-0.12,0.2,0.5,MARRIED,adult
5760,782a75183a21c70611601b3b68ddb1f387fb8a2ba90235ae128f878f7cb34bf2,5000000.0,2300000.0,0.46,0,0,-2.14,0.12,0.62,MARRIED,mature
5761,782d3bca14627d99091ca0c96f792e8a138f80419ece2b4b25d669c1a77b8899,10000000.0,4000000.0,0.4,0,0,-2.74,0.06,0.94,MARRIED,senior
5762,78396e6306e971482a8e79d323d395b3cd88a99fa2ee77c04bbe0a8e522b73cc,6000000.0,2520000.0,0.42,0,0,-0.28,0.16,0.92,MARRIED,mature
5763,7842cf8b30fe53aac04ececbb60ca163399108e04dc76bbec9d42c8aca9c8d07,5000000.0,2300000.0,0.46,0,0,-0.14,0.14,0.88,MARRIED,mature
5764,784b971fc7a0891f3ba9983d0501cf47e5209935df62cb5cc4befc0618465fa7,7000000.0,2800000.0,0.4,0,0,-11.5,0.08,1.0,MARRIED,mature
5765,784cf9243c709aaebd6e9571abee8de8e0cba442482fd77eaf7d1352b0e330b0,13000000.0,5980000.0,0.46,0,0,-11.42,0.12,1.0,MARRIED,mature
5766,785074d1b15cb831dc1a5dd656cab38845aebaa90225dbee81799132d2f82e3e,5000000.0,2000000.0,0.4,0,0,-13.0,0.0,1.0,MARRIED,senior
5767,78636ff60b9a7f99c213f63e41d2219312eff2f28f66389dafe64f33b0e32c00,5000000.0,2100000.0,0.42,0,0,-11.64,0.12,1.0,MARRIED,senior
5768,7863835e266e24cf63ff02e710e77321856471a118763357cf459cfc4de6a1db,5000000.0,2400000.0,0.48,0,0,-0.06,0.3,0.8,MARRIED,mature
5769,787029f471762cf9007867bc5daf0627ff853821be26f7c54fe5cc9319bce540,8000000.0,3520000.0,0.44,0,0,-13.74,0.06,1.0,MARRIED,young
5770,788b765dea0400a93f9cb3add5b62f0cd100b5b732bf53c55e601913cacbc6c1,7000000.0,3360000.0,0.48,0,0,-0.94,0.08,0.86,MARRIED,senior
5771,788bcc8be50dd48d480b0ee39ca7ba1d0b899277b0d7708f03fbf2377ca4f54d,5000000.0,2400000.0,0.48,0,0,-4.52,0.06,1.0,MARRIED,mature
5772,7893de67749b9ec16a3ae82bdf1b58b8608171954fe8621e42477b64d5d5da9d,18000000.0,7369400.0,0.42672857142857135,0,0,-3.375,0.12499999999999994,1.0,MARRIED,mature
5773,7895d3c66c1b6b08ed18dfaedce44a8efc215e4d5d6e1b7d46711389e4172049,9000000.0,4680000.0,0.52,12,0,1.58,0.12,0.52,MARRIED,mature
5774,789a02696909cfd227d44eff7e8b254156cb490f85e08a59f79acbe1de9359bd,4000000.0,1760000.0,0.44,0,0,0.08,0.2,0.9,MARRIED,mature
5775,789ef11f2264c797698631ff1132af788f9952bc5c4f858c4901971ba8a4988b,4000000.0,2400000.0,0.6,47,1,-0.08,0.14,0.4,MARRIED,mature
5776,78a0cea508de67f89fce342d8fec60bbd9494e6e338fc4b1bc236a8ee5245229,7000000.0,3780000.0,0.54,26,0,-0.78,0.04,0.46,MARRIED,senior
5777,78aba436a78265211ab8160b7e662d53730c3a31ccb237c4b3113dd40f17a88f,8000000.0,3520000.0,0.44,0,0,-10.46,0.22,1.0,MARRIED,adult
5778,78af4bd6388162cac8268b6c18b0af4aa76132de12359d640f33b8e4095efc7d,6000000.0,2520000.0,0.42,0,0,0.48,0.78,0.92,MARRIED,adult
5779,78ba4f542795236486ddccb0f3cc0a238fe88c02e0dba236f4fe5c3c88619872,6000000.0,2640000.0,0.44,0,0,-9.14,0.14,1.0,MARRIED,adult
5780,78bed1e38bfd765c9b7276225e9920727c7b53b72ed39de6dd8414456ec56c26,6000000.0,2640000.0,0.44,0,0,-0.72,0.14,0.9,MARRIED,mature
5781,78c4477dce763fe2f5252431c61ef48a9cd2a7ce13938b7ae83d690e770f57da,6000000.0,2640000.0,0.44,0,0,-10.92,0.12,1.0,MARRIED,senior
5782,78cfcbabf16073a7509e676a466377a28b7af81bfe310a4e18a501c0a5af78d8,5000000.0,2000000.0,0.4,0,0,-12.04,0.06,1.0,MARRIED,mature
5783,78d0439917a4913d835a68b0af33e773e7e513de95717380116d9b6da5b52fa8,5000000.0,2100000.0,0.42,0,0,-7.2,0.12,1.0,MARRIED,mature
5784,78d4ef0385bdcf591c74dd0fd589607fbe43248e896ae32e6694818e634fd786,10000000.0,4000000.0,0.4,0,0,-5.46,0.02,1.0,MARRIED,mature
5785,78e46cc950d327a2e95518e264b4553064cfe2227719333662ee37eb2c9b0346,5000000.0,2300000.0,0.46,0,0,0.2,0.44,0.82,MARRIED,mature
5786,78e639d07b5c4d4ecb64f8e283ab543c3aad816c506bd89111f4ec988ba468ec,5000000.0,2300000.0,0.46,0,0,-0.12,0.14,0.86,MARRIED,mature
5787,78ebab25d1dfca46539c829ade09416ac3ba467da454380562304498bb875613,5500000.0,2640000.0,0.48,0,0,-0.3,0.12,0.86,MARRIED,mature
5788,78f2e9cfd661d2d4654755e14d91b3fe47274a7f5c8a254bf2475bfa69b7ed7b,6000000.0,2644429.0,0.4407381666666666,20,0,1.5625,0.1666666666666666,0.5808875881168177,MARRIED,senior
5789,78f62e65da64ee6e6e1c0383d64e419afac5d921489bbdcf07be26025319fa52,5000000.0,2300000.0,0.46,0,0,-11.66,0.06,1.0,MARRIED,mature
5790,78fa10d6b02af3384afeabf5d900edac8c4c093714e2502a4f221c416babbbf7,6500000.0,2860000.0,0.44,0,0,0.12,0.66,0.88,MARRIED,mature
5791,78ff7dad88d25599f956181ab72b0b54fc8095e6855c3c6760ce15bd11a769bf,8500000.0,3570000.0,0.42,0,0,-10.66,0.14,1.0,MARRIED,mature
5792,7901d3e8e8607974e641be269af17d3c29d0a29282d095382dbf64c430102692,7000000.0,3220000.0,0.46,0,0,-0.56,0.12,0.62,MARRIED,mature
5793,790b892790e1c15ec7b35c0fe94ba0a32a6f61114ecd1d533be9a6c5deea6f0e,6000000.0,2760000.0,0.46,0,0,-12.12,0.08,1.0,WIDOWED,senior
5794,791296bb7465048d08b06bfa0e63707dd8ede88cf9ef8fe70b3235aa4ee2a150,5000000.0,2500000.0,0.5,0,0,-3.16,0.42,0.84,MARRIED,adult
5795,79141a9fa327472aaab3eece42758137507c588ce4aa53ac5060eb3e1b1099e9,8000000.0,4000000.0,0.5,12,0,-0.8,0.18,0.5,MARRIED,mature
5796,791677c5ee933e085781fbce7dcda375923418cc1b1c87429380a27dae989362,5000000.0,2300000.0,0.46,0,0,-7.94,0.66,1.0,MARRIED,mature
5797,7928e5c089e9be48040428c714ace3fdc0f9dc222ef1a848ffc353eec9697be7,8000000.0,3680000.0,0.46,0,0,1.78,0.76,0.88,MARRIED,mature
5798,792a3c0c7efcbf34e92627db443ce307236e0f6c0235f18894c37ee3ac83d77a,5000000.0,2200000.0,0.44,0,0,-10.26,0.1,1.0,MARRIED,mature
5799,792b7636d8b0bf0be046810f5798370bfef83e9ec4ec4775b4d27870cdeb13de,5000000.0,2400000.0,0.48,0,0,-12.62,0.04,1.0,MARRIED,mature
5800,793b805e3e5693094986570d287c9e56fca2e62cef723ebad8a16e1aa0acf7da,5000000.0,2200000.0,0.44,0,0,-3.44,0.14,1.0,MARRIED,senior
5801,793c2ffd55543273d1b10b60ade956355d82f2bdb62c3cc394729edb1c384ba3,5000000.0,2300000.0,0.46,0,0,-9.6,0.1,1.0,MARRIED,senior
5802,794009f78cd6f4e66c0c553df0e9d47676ff50ffe2be38c5f95ac1eeeece956f,5000000.0,2100000.0,0.42,0,0,0.1,0.14,0.92,MARRIED,mature
5803,7943e8e66356290a39f55464cebbb5df2485b846166f720505ea63416fb9474d,9000000.0,4320000.0,0.48,0,0,-1.02,0.08,0.86,MARRIED,mature
5804,79477ba2d3a28f9454f6c22ce3cf315eeb37ca54e920d25dea92ac4bbf7f4682,5000000.0,2300000.0,0.46,0,0,-8.8,0.12,1.0,MARRIED,adult
5805,794d73f99350d3bc0db18055c64115f594e7405d70169b19ec57247ab7afae73,6000000.0,2520000.0,0.42,0,0,-3.98,0.1,1.0,MARRIED,mature
5806,795644f857e4f5603d2d71b84babfba9870846de22f4708718aa61cc0d98ef20,7000000.0,3060700.0,0.4372428571428571,6,0,3.7916666666666665,0.4583333333333333,0.7133946629213483,MARRIED,senior
5807,795b6382dd10baa90d261e4f8a9eb5584de70fb3b6ae280a9c4b3d81ac57b95b,5000000.0,0.0,0.0,0,0,-81.12,0.2,1.0,MARRIED,adult
5808,795dfa213bf36372888bd4a2d94634a293889b3a5d3769709d454f98b26c69d0,5000000.0,2300000.0,0.46,0,0,-7.36,0.08,1.0,MARRIED,adult
5809,79613ff2e1914860587391271c1d5134b469bf8b4a3bb32ff905659b28caf04f,5000000.0,2200000.0,0.44,0,0,0.54,0.18,0.9,MARRIED,mature
5810,796341dc1da8ee2c6a04889ae4053690127e7116dad0d8f398995b7d7e5682ae,10000000.0,4000000.0,0.4,0,0,-3.48,0.08,1.0,MARRIED,senior
5811,7968ca2461cc8379cce14648d3c1c41822b0ef0ebb12d9b5a9b11a267418fd4f,7000000.0,2800000.0,0.4,0,0,-12.18,0.14,1.0,MARRIED,senior
5812,796af70b1703d193b3dc479b2f577106d8f02eacbeacd261095b485e7c19720c,7000000.0,3080000.0,0.44,0,0,-8.34,0.12,1.0,MARRIED,senior
5813,7972094fe997cc84fdb7e591dd7e3c78c8419781f79050c76b0c031e04ac1db5,5000000.0,2200000.0,0.44,0,0,-10.86,0.18,1.0,MARRIED,mature
5814,7972d43dc537f6035f5be6886d01e739c2e24ed2b85e037e1da3eada26169943,8000000.0,3332400.0,0.41655,0,0,-5.645833333333333,0.0416666666666666,1.0,MARRIED,mature
5815,79763ff37301e2867e58e0becbd4fa84b2ec902f19bbec2154c0e750c8ac5356,5000000.0,2400000.0,0.48,0,0,1.74,0.14,0.66,MARRIED,mature
5816,7983f99255d0a0a8618881532f2949b90af430c4c5206c6e3ba6ebf4a464ba64,5000000.0,2200000.0,0.44,0,0,0.36,0.12,0.9,MARRIED,mature
5817,798413ce51dfd6d20a7b2875b1c6989c57d43142fa397fe894f85ee5deb8c9e0,5000000.0,3200000.0,0.64,61,1,-0.88,0.12,0.36,MARRIED,senior
5818,7984f419d4fc71039da379effe2e97206c5e855cc9f6c241dbf25b380c709455,9000000.0,4140000.0,0.46,0,0,-13.68,0.08,1.0,WIDOWED,senior
5819,798fe828492c263f7ea6788dbbcb7a292c4b8a99b5700346e0ca23d1cd5870bf,8000000.0,3680000.0,0.46,0,0,-10.24,0.06,1.0,MARRIED,senior
5820,79902e74d7b81f65a815b948d23f238dbb7bac6ae7f3d7f23204079f24769677,9000000.0,3960000.0,0.44,0,0,-8.94,0.06,0.9,MARRIED,mature
5821,7994d4a7b43f39c1bdb8db17aa4afaf06cc228f6aa83e36698a494ba5d663954,6000000.0,2760000.0,0.46,0,0,-9.22,0.06,1.0,MARRIED,mature
5822,799559f6127cdd2984a4eb2f7f7fa1910a31a18356cc26ce2fbc49a46d5ed780,7000000.0,3060700.0,0.4372428571428571,0,0,-5.479166666666667,0.1875,1.0,MARRIED,mature
5823,799ee4744c438ac1d1aaef376a9c0fec53a3ef54a68abc3efb8f3089aa6c60da,4000000.0,2000000.0,0.5,0,0,2.7,0.28,0.7,MARRIED,adult
5824,79c4185af86ad8bd50d8cbeb0552a22796af4e7bef75d313f8d7d26b1030edb9,5000000.0,3500000.0,0.7,82,1,-1.44,0.1,0.3,MARRIED,senior
5825,79d34eafc7c2b3c8d9413faf0037a96d4647d66c25d65c50db53b95df41e20e8,7000000.0,2940000.0,0.42,0,0,-8.4,0.1,1.0,MARRIED,young
5826,79d6996a57cb256344fa4a4c9f6c62ff6553c5cc68af8933e196f1d1c7f21615,5000000.0,2600000.0,0.52,12,0,0.52,0.22,0.4848765893792072,MARRIED,mature
5827,79e60a9c2359233c50c5206027d26ae11fb77a02de414cfb8ba1145677dea3fa,5000000.0,2200000.0,0.44,0,0,0.18,0.18,0.9,MARRIED,adult
5828,79ec857814743954dc88fb2f13d7831eb3fbf8de168f31060681fdf99678da4e,5000000.0,2400000.0,0.48,0,0,0.4,0.32,0.86,MARRIED,adult
5829,79ed9fafa5277eea162dd26bd2f8b81ba6385da49dac97528090e72638b93893,5000000.0,2100000.0,0.42,0,0,-9.48,0.16,1.0,MARRIED,young
5830,79f2979ca25af685d364a5345b5a0061aac80de62c753e08e0f555e597160395,5000000.0,2200000.0,0.44,0,0,-6.26,0.66,1.0,MARRIED,senior
5831,79f2c76c4293eb44d5ff6ab5072a551cad66810d65260b8d3de955a6c8d97321,4000000.0,1920000.0,0.48,0,0,-16.3,0.04,1.0,MARRIED,mature
5832,79fb70280e2b6d9c283817c8435a350396eefa8ea90b3bde1d710edb64031d67,5000000.0,2300000.0,0.46,0,0,-8.36,0.08,1.0,MARRIED,mature
5833,79fc2b3f66697b8f9f53937b6ba9b0d32e9e6afde4197d273eaf7dac4cbcd8ba,6000000.0,2400000.0,0.4,0,0,-2.18,0.16,0.66,MARRIED,mature
5834,79fd71276e9e833913587458a99b2deeccc9bc2380b925799b02fc90ee5babbf,5000000.0,2300000.0,0.46,0,0,-0.9,0.1,0.88,MARRIED,adult
5835,7a03d911969ab61cb1a45c81ee34f9f33d41851c8bb2951f1429def4baafef5f,6000000.0,2760000.0,0.46,0,0,0.12,0.3,0.58,MARRIED,mature
5836,7a04eb1fe86604e1661d848fb75aeedf022c59da06857c5b1385d94ba761f6e2,5000000.0,2500000.0,0.5,0,0,0.76,0.7,0.84,MARRIED,young
5837,7a07be5e61631e17e43ccd080ad416c6f8a675ef8bff87ada9aca1e083e00dbf,5000000.0,2200000.0,0.44,0,0,-0.78,0.14,0.9,MARRIED,mature
5838,7a13c28a2be5188c0439c42a0221cee85072399b9e852c5b85ae4e269f07b8fe,5000000.0,2200000.0,0.44,0,0,-9.84,0.6,1.0,MARRIED,senior
5839,7a1485c2ea796cd96098565c771a2e0a5bb1ad3ecfac2e9c862a93c20ae04b34,6000000.0,2640000.0,0.44,0,0,0.8,0.26,0.86,MARRIED,senior
5840,7a14c249a50ff6bedca51860cade17d8e17c3be5ac907cd8b85e6ed9db738f6b,4000000.0,1920000.0,0.48,0,0,-11.6,0.06,1.0,MARRIED,senior
5841,7a1b87c903f36bd8e6ba1166f0e649348187e5de715074c25b2fd4fa913482eb,8000000.0,3165700.0,0.3957125,0,0,2.645833333333333,0.7083333333333334,0.9376407235064546,MARRIED,mature
5842,7a21fa055fef6c2459cdaea976add85b3fabc6d55ad6082fdb3de00dcabcf2d0,8000000.0,3520000.0,0.44,0,0,-11.7,0.04,1.0,MARRIED,mature
5843,7a30c136c24472fa0ec2da13c1e4207a6677c2479fcd38f84ae995e3716c7230,5000000.0,2300000.0,0.46,0,0,-5.78,0.12,1.0,WIDOWED,senior
5844,7a35776b228efbbc78f049ee3479af06b8f7a9e8689d5e1802d08044b17e1c45,5000000.0,2400000.0,0.48,0,0,-6.02,0.06,1.0,MARRIED,mature
5845,7a3706ea70a187818d8822a97fc24c39a002b43da391b83e29ec0f8965918c7f,5000000.0,2300000.0,0.46,0,0,-7.74,0.14,1.0,MARRIED,young
5846,7a3acb9d63ac668dbbad486a8617e4491ebcd9a8f1a0b1fd442916b3447b7a27,5000000.0,2000000.0,0.4,0,0,-10.0,0.06,1.0,MARRIED,adult
5847,7a3b91a92069c53d2cc28df8199447cc439e989a13d7fe0a64034f4655e8f8df,5000000.0,2000000.0,0.4,0,0,0.02,0.16,0.94,MARRIED,mature
5848,7a4bdc81a1ca782507939ffca4f2007026099bc506458ea0de465e34800b5696,5000000.0,2100000.0,0.42,0,0,-6.08,0.16,1.0,MARRIED,senior
5849,7a57a1a65971790dfc820e880a0b3a70ba0ef255256318d652f78f6f40f01afc,5000000.0,1900000.0,0.38,0,0,-15.06,0.08,1.0,WIDOWED,mature
5850,7a63fd4113afd03c430eb7732d28ccb6e81023ff413b7db9b6e5565bfc805cf6,5000000.0,2000000.0,0.4,0,0,-9.98,0.16,1.0,MARRIED,mature
5851,7a64df663cc34b8ca3a831e494408c88881a1321a59366dbc2a6b9336a86aa23,8000000.0,3332400.0,0.41655,0,0,-2.375,0.0,0.9376407235064546,MARRIED,mature
5852,7a66db7b5a31eda88ace0d8b34e034377a81fe61d5c8148516b74b76ecafa555,5000000.0,2400000.0,0.48,0,0,0.32,0.16,0.86,MARRIED,mature
5853,7a6e1df73cc264403e4b4c3ac0170878e267e0f4beebb45895127f77ac190fa1,6000000.0,4560000.0,0.76,117,1,-0.72,0.08,0.24,MARRIED,senior
5854,7a81974b630a9563a15a6da1565ff16f591d1b6809eb27bfc06077d52728ece6,5000000.0,2300000.0,0.46,0,0,-0.84,0.1,0.88,WIDOWED,mature
5855,7a89640c47e3f394b8e28d9a791790bcf7809a8e5ccac2bcdee6873b97339b06,5000000.0,2000000.0,0.4,0,0,-8.52,0.08,1.0,MARRIED,senior
5856,7a8d83c6588ff9f5376bafaabdbed534d0618f09f4382233cd6c42950161c9a0,7000000.0,2940000.0,0.42,0,0,-15.38,0.1,1.0,MARRIED,adult
5857,7a8e48e9f0b1d1ad23424ec2a919c3f0e215e7c75a324dae5e681cd592d96d69,5000000.0,2300000.0,0.46,0,0,-5.86,0.2,1.0,MARRIED,mature
5858,7a98343e8d60eed02fc9e9f837cacb61b8215723c1d439a614c8114f5c0cfd33,5000000.0,2400000.0,0.48,0,0,-6.66,0.12,1.0,MARRIED,mature
5859,7aa4a196902e5668eb3614be0baffcfffeb0f83ffc00e58bc72833f0ab71dc85,5000000.0,2000000.0,0.4,0,0,-9.28,0.06,1.0,MARRIED,mature
5860,7aa55217f61c73f0fa8c11831d0194f1959c1d4844b6b2e7136bc1d18ddc83f3,4000000.0,1840000.0,0.46,0,0,-7.42,0.08,1.0,MARRIED,mature
5861,7aace176668087da8928dc684f1c458ea980f6ad68b4d5884c93c060aaa15a54,5000000.0,3800000.0,0.76,89,1,0.94,0.08,0.2400448765893792,MARRIED,mature
5862,7aadd82541a2dbcdd1b523c1b4a111666a29c7ca7e9757c1fbb1fa51740d2eb3,11000000.0,5060000.0,0.46,0,0,-4.46,0.06,1.0,MARRIED,senior
5863,7ab17524f1e62d7fd5b7c9779d8d4f526158b3b440c236b74c866d87d97c3ca8,4500000.0,1800000.0,0.4,0,0,-3.88,0.08,0.94,MARRIED,mature
5864,7abf5f2208e34ecf92c47dbd1e60793a24a7544cdb8914a3b274d13eeb4e1cbe,5000000.0,2400000.0,0.48,0,0,-0.1,0.22,0.78,MARRIED,mature
5865,7abfbfe057aac0596796a9615fa9d8979b87250c4c2ff45d96ca0ced7def1ec6,5000000.0,2100000.0,0.42,0,0,-5.88,0.12,1.0,MARRIED,mature
5866,7acd093863e4958f84744d0860631a8323fd77b721b258e3110edc5d02f5e7b0,7000000.0,3080000.0,0.44,0,0,-10.86,0.1,1.0,MARRIED,mature
5867,7ad2cc807cc2e85d35aca780b1cc64b45ca85e7c0f0fadf541517376b2110824,8000000.0,4000000.0,0.5,19,0,-0.2,0.14,0.5,MARRIED,mature
5868,7add5cdf0c7f94984d8504b83c0a3f53f5ed822eb1029cb114111c9b4864db72,7000000.0,4846500.0,0.6923571428571429,96,1,0.08,0.16,0.3107238605898123,MARRIED,mature
5869,7adedaf022974360790b3276085351f15a6777c6492c20d1a2e767c7a8a2d431,5000000.0,2300000.0,0.46,0,0,-12.1,0.08,1.0,MARRIED,adult
5870,7aeddfa597a827835e2bcfc2c296bac1cd48fab1a5f37da5371bd92677d5088a,7000000.0,3080000.0,0.44,0,0,-4.28,0.14,1.0,MARRIED,adult
5871,7af866642836f7795b88cd2c3cb2715b8a527247efb14140a32451f2ea3b8fba,7000000.0,5600000.0,0.8,117,1,0.2,0.1,0.2,MARRIED,mature
5872,7afde667107d5bf3e738921b2cdc01c22ff990f95a77ed561a3e496abb4afdb7,5000000.0,2100000.0,0.42,0,0,-0.32,0.14,0.64,WIDOWED,mature
5873,7b0a9e962d9b9ec1a32db7b10f417047c2dc01e7ee34033a1f17fc60a58c0589,5000000.0,2300000.0,0.46,0,0,-8.12,0.34,1.0,MARRIED,young
5874,7b0d2e27cac210b9cf93771bdfefe6d2a7d8c56776e2af415aa381ff2201efbd,5000000.0,2000000.0,0.4,0,0,-8.18,0.14,1.0,MARRIED,mature
5875,7b156c78175289329aae907600e3bff08ebf3edb4f76e0a9287ab75f37c08779,7000000.0,3360000.0,0.48,0,0,-7.62,0.06,1.0,MARRIED,mature
5876,7b1a11596d500ed2840746b11942db82d1899214b3dc72036eecb5fc4e313998,10000000.0,4000000.0,0.4,0,0,-6.38,0.02,1.0,MARRIED,mature
5877,7b1a32f97e4c10e915afdc5971a6d49f758246e416c7714f906fb2ecbace0a13,5000000.0,3283700.0,0.65674,68,1,0.28,0.22,0.3519670905011219,MARRIED,young
5878,7b1dfb59b083ab53810041e119969880811f0d62ae085f8dcb29975e9812c35d,5000000.0,2400000.0,0.48,0,0,-7.94,0.14,1.0,MARRIED,mature
5879,7b1e824b6800ed065a66a6c974ec5cb9acaea6473a7fef042caf2d597a35dff6,5000000.0,2000000.0,0.4,0,0,-11.9,0.06,1.0,MARRIED,adult
5880,7b22947dc93cf1b349de95c6eb79b6e094dbe4cb7e49fcabba3e041eb61430ec,5000000.0,2100000.0,0.42,0,0,-0.78,0.12,0.92,MARRIED,adult
5881,7b23953cc8073c22f074921c1865e1e827ca1c5eddca8f982b8c47581770e801,5000000.0,2300000.0,0.46,0,0,1.3,0.54,0.86,WIDOWED,adult
5882,7b2d17eb4da3a0b19b457763add30cf204f4be1b107513c1e6df229fcb887f03,8000000.0,3200000.0,0.4,0,0,-10.0,0.08,1.0,MARRIED,adult
5883,7b2f5f24c654bed8922f50840952b2aaeab4962be6f0f085ae2646dd758ddfae,9000000.0,4320000.0,0.48,0,0,-12.02,0.08,1.0,MARRIED,mature
5884,7b34fb219e15235623824e3f55eb81a481868db11785ea01a8f6092d4a43f394,9500000.0,4370000.0,0.46,0,0,-1.64,0.24,0.74,MARRIED,adult
5885,7b3bd8550d729cd3e0fc5074fd54e6f15f09605595dc9bb87a3e57fddd141d3a,8000000.0,3680000.0,0.46,0,0,-12.24,0.08,1.0,MARRIED,mature
5886,7b3c465a9e2189ba543c3a4ce5a6b64af567a6240910e9df6483239e75371415,7000000.0,3220000.0,0.46,0,0,-9.84,0.04,1.0,MARRIED,mature
5887,7b3deee528e840355391acb10e2d2ae5e6d7eda773fdbcaf728d71df91628a21,5000000.0,2700000.0,0.54,33,1,0.08,0.28,0.46,MARRIED,senior
5888,7b4e16552e189f7451a153ab919afe0ea90be61546715973b07f07d46c49a265,5000000.0,3200000.0,0.64,68,1,0.52,0.2,0.3600448765893792,MARRIED,mature
5889,7b4fe8edcd3b78a0a91f355a9b1933a7261d31377c31779bc5e71f9732036f48,5000000.0,2300000.0,0.46,0,0,-3.92,0.12,1.0,MARRIED,adult
5890,7b50df5bab9a0f2b32783219542b477e8c263792e3d3f0eb63c36bff40cd935a,9000000.0,5250000.0,0.5833333333333334,41,1,22.354166666666668,0.6041666666666666,0.7709207203615098,MARRIED,adult
5891,7b54bd6f4f6ffc35b4efb1d5d0500ee9336255a1f0c1aaa829f4199f1ddeca04,9000000.0,3780000.0,0.42,0,0,-11.4,0.14,1.0,MARRIED,adult
5892,7b6117ae8fa3ac6568c5b071ac8c7dd7f1eda0f59e8db1a0fa04d8a94a804cfb,5000000.0,2300000.0,0.46,0,0,-0.08,0.16,0.88,MARRIED,senior
5893,7b69e229d40049774a07dcf418e5c0b3dc6e343c1d26f0286c02b80b079279fa,7000000.0,3780000.0,0.54,12,0,-3.5,0.06,0.46,MARRIED,mature
5894,7b72b57a8b43cccbfcd7366bbb30e3b411548fbed23a2ef70449ef25d3150395,11000000.0,3895200.0,0.3541090909090909,0,0,-3.6041666666666665,0.0208333333333333,1.0,MARRIED,mature
5895,7b814f456a14312953712bd582bdfe818a3d6e704b688506f685e91232ca95c6,7500000.0,3300000.0,0.44,0,0,-10.94,0.16,1.0,MARRIED,mature
5896,7b88b6f4931d35a2369c3ee7fd878174e472fcc6b2452e8216dfd9e68e5cd04d,5000000.0,2100000.0,0.42,0,0,3.02,0.64,0.8344053851907255,MARRIED,mature
5897,7b8cb934f827d8e0013c026744de22b1b0e0d22e7829e005c541b43d45eeaf95,5000000.0,2300000.0,0.46,0,0,-14.12,0.06,1.0,MARRIED,senior
5898,7b8ce130abbe03022d8d4218f396891b20bc7f19fd01d21cdd61b8c7d0c3a14c,8500000.0,3910000.0,0.46,0,0,-0.48,0.14,0.88,MARRIED,mature
5899,7b9387240dd7e36fb7d066a79cc6f2349ab03a5f0aa9c0a65d7141e3675b9a91,8000000.0,3840000.0,0.48,0,0,-7.84,0.12,1.0,MARRIED,mature
5900,7b94cb194828733e77174493d54394a4e11db3aecaa120dae2c066c98a7b71b0,5000000.0,2300000.0,0.46,0,0,-6.72,0.06,1.0,MARRIED,mature
